game_name;steam_id;required_age;is_free;description;languages;developers;publishers;release_date;price;metacritic_score;genres;categories;release_date_2
Little Lives;1505560;0;False;Little Lives is a fun, casual life-sim game. Balance your time between your career, education and relationships as you explore an exciting town filled with possibility.;English;Houndstooth Games;Houndstooth Games;{'coming_soon': False, 'date': '8 Mar, 2024'};£10.99;;Indie, Simulation;Single-player, Steam Achievements, Family Sharing;
Taora : Survival;2165470;0;False;Taora is an open world survival game with unique character building and crafting. Build and upgrade your base, and survive the zombie apocalypse !;English, French, Italian, German, Spanish - Spain, Simplified Chinese, Czech, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Thai, Turkish, Vietnamese, Hungarian;Tulpar Games;Tulpar Games, TheGamesFortress;{'coming_soon': False, 'date': '23 May, 2024'};£7.66;;Action, Adventure, RPG, Simulation, Early Access;Single-player, Multi-player, Co-op, Online Co-op, Family Sharing;
Vampire Therapist;2481020;0;False;Guide vampires through centuries of emotional baggage, decades of delusions and the odd bout of self-loathing with real cognitive behavioral therapy concepts and become a Vampire Therapist! Even vampires need a shoulder to cry on when a neck to bite just won’t do.;English;Little Bat Games;Little Bat Games;{'coming_soon': False, 'date': 'Jul 18, 2024'};$11.99;;Indie, Simulation;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
Dustborn;721180;0;False;Ragtag crew? Check. Musical gear? Check. Tour bus and robot driver? Check. Stolen package? Check! Embark on a perilous road-trip across a Divided States of America. Use the power of words to shape relationships with your crew, get out of trouble and reach your final destination.;English, French, German, Spanish - Spain, Russian, Norwegian, Simplified Chinese, Italian, Portuguese - Brazil, Japanese, Polish;Red Thread Games;Spotlight by Quantic Dream;{'coming_soon': False, 'date': '20 Aug, 2024'};£12.49;67.0;Action, Adventure, Indie;Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing;
Helskate;1295630;0;False;Helskate is a skateboarding action roguelite. Grind, perform tricks, and chain combos to power up your attacks to slay the monsters of Vertheim. Combine unique weapons and gear to suit your playstyle as you fight, die, and upgrade your abilities to come back to this labyrinth over and over again!;English;Phantom Coast;Phantom Coast;{'coming_soon': False, 'date': '15 Feb, 2024'};£20.99;;Action, Adventure, Indie, Sports, Early Access;Single-player, Full controller support, Steam Cloud, Family Sharing;
BioGun;1219240;0;False;Get injected into the microscopic world of BioGun. Face viral threats and winding corridors on your mission to save man’s best friend from the inside. Will you save dog-kind from extinction?;English, French, German, Russian, Spanish - Latin America;Dapper Dog Digital;Dapper Dog Digital;{'coming_soon': False, 'date': '31 Jul, 2024'};£14.99;;Action, Adventure, Indie;Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing;
Древние Русы;2669860;0;False;Elder Legacy - This is a role-playing game. Embark on a soulful journey inspired by Boreyian myths and legends, filled with vibrant and unforgettable experiences. uncover the mystery behind the attempt to conquer the noble Boreyian people.;Russian, English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Hungarian, Indonesian, Portuguese - Portugal, Finnish, Czech, Swedish, Kazakh, Serbian;Honor Games;Honor Games;{'coming_soon': False, 'date': '26 Jul, 2024'};£10.99;;Action, Adventure, Casual, Indie, RPG, Simulation, Early Access;Single-player, Family Sharing;
My Special Summer Vacation 2;2923560;0;False;Boku has been sent to live with his aunt over the course of his summer vacation. The small town where she lives may be out in the sticks, but it still has a number of interesting characters to meet and play with, and plenty of activities for a young man to enjoy!;English, Japanese, Simplified Chinese;P.+;Kagura Games;{'coming_soon': False, 'date': '27 Jun, 2024'};£12.79;;RPG, Simulation;Single-player, Steam Cloud, Family Sharing;
My Lovely Empress;2052990;0;False;My Lovely Empress is an empire management sim inspired by Asian mythology. As the Emperor of the Crimson Empire, you will build relations with neighboring rulers, balance internal factions, and ensure the prosperity of your people, all before you reap their souls to resurrect your beloved empress.;English, Indonesian, Simplified Chinese;GameChanger Studio, Neon Doctrine;Neon Doctrine;{'coming_soon': False, 'date': '20 Aug, 2024'};£16.75;;Indie, Simulation, Strategy;Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing;
RollScape;2904290;0;False;Roll, strategize, and upgrade your way to victory in this accessible and ultra-satisfying, yet captivating roguelike. Will you reach the end before running out of rolls? KEEP MULTIPLYING!!;English, French, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese;Leonardo the Vinchy;Leonardo the Vinchy;{'coming_soon': False, 'date': '22 May, 2024'};£6.69;;Adventure, Casual, Strategy;Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing;
AsHes;2455040;0;False;This horror game inspired by Chinese folklore offers an enthralling journey through the depths of the Underworld. As you delve deeper, you'll unravel hidden secrets veiled in the darkness.;Simplified Chinese, English, Japanese, Traditional Chinese, Korean;Yanmo Games;Yanmo Games;{'coming_soon': False, 'date': '23 Jun, 2024'};£11.54;;Action, Adventure, Indie, Early Access;Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing;
World War Armies;2438160;0;True;World War Armies is the ultimate PvP real-time strategy game. Command advanced war machines and compete for free against other players worldwide. Revolutionary mechanics reduce downtime and focus on direct engagement with the enemy, you get to the fun parts of RTS faster.;English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese;Hypemasters, Inc.;Hypemasters, Inc.;{'coming_soon': False, 'date': '2 May, 2024'};;;Action, Strategy, Free To Play;Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases;
Hero Tale;2513240;0;False;Explore medieval fantasy island in idle RPG with rogue-like elements. Grind to gain experience, train your skills and fight more and more difficult enemies to unlock new maps and drop best loot. Strategize your growth when choosing your path on massive skill tree.;English, Polish, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Czech, Spanish - Latin America, Indonesian, Japanese, Korean, Russian, Romanian, Turkish, Ukrainian, Hungarian;Weird Johnny Studio;Weird Johnny Studio;{'coming_soon': False, 'date': '28 Mar, 2024'};£4.29;;Casual, Indie, RPG, Strategy;Single-player, In-App Purchases, Family Sharing;
HAREM！RANCH LIFE;2420240;0;False;This is a relaxing farm RPG game where you can earn money by collecting and raising livestock! Interact with adorable villagers to increase your popularity in the village through chatting and giving gifts. Please enjoy a cozy farm life in this small village!;Japanese, English, Simplified Chinese, Traditional Chinese;GNT BOKUJO;072 Project;{'coming_soon': False, 'date': '23 Aug, 2024'};£14.99;;Casual, Indie, RPG, Simulation;Single-player, Steam Cloud, Family Sharing;
Feather Party;2300230;0;False;Welcome to the fantastic party on the adorable planet of chicks! Feather Party is a multiplayer party game for up to 8 players. Engage in a diverse array of fun mini-games with friends or against rivals to be the winner of this party!;English, Turkish, French, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Russian, Simplified Chinese;threeW;Teneke Kafalar Spotlight;{'coming_soon': False, 'date': '3 May, 2024'};£4.29;;Action, Casual, Indie, Early Access;Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing;
Family Breeding;2853840;0;False;Family Breeding is a 2D visual novel with top-notch artwork where you play as a young man living together two women, your mother and your sister. Your family has a different tradition. The women of the family are expected to get get knocked up by the family head, which in this case, it's you.;English, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Portuguese - Portugal;Whiteleaf Studio;Whiteleaf Studio;{'coming_soon': False, 'date': '23 Sep, 2024'};£8.50;;Casual, Indie, Simulation;Single-player, Family Sharing;
CLICKOLDING;3011440;0;False;The man in the corner of your hotel room wants you to click something. He wants to watch you click it.;English;Strange Scaffold;Strange Scaffold, Outersloth;{'coming_soon': False, 'date': '16 Jul, 2024'};£1.99;;Indie;Single-player, Family Sharing;
Rugby 25;2340870;0;False;Welcome to the ultimate rugby video game experience, Rugby 25! From club sides through to the world’s biggest international tournaments, every detail has been meticulously crafted to bring the excitement and intensity of the sport to your hands.;English;Big Ant Studios;Nacon;{'coming_soon': False, 'date': '28 Jun, 2024'};£24.99;;Sports, Early Access;Single-player, Partial Controller Support, Family Sharing;
Retail Company Simulator;3089130;0;False;Run your retail company. Sign contracts with leading brands, order new products, meet customer needs, and never let your customers leave the store empty-handed. Hire new workers, expand your store, and enjoy the growth of your retail company.;English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnamese, Arabic, Czech, Dutch, Hungarian, Swedish;Business Tycoon;Business Tycoon;{'coming_soon': False, 'date': '6 Aug, 2024'};£6.99;;Casual, Indie, Simulation;Single-player, Steam Achievements, Steam Cloud, Family Sharing;
MADiSON VR;2414550;16;False;MADiSON VR now plunges you even deeper into its immersive and terrifying world. With the utilization of an instant camera in your virtual hands, bridge the gap between our world and the unknown. Snap photos, develop them by yourself to solve puzzles, explore the shadows and above all, survive.;English, French, German, Simplified Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Romanian, Russian, Thai, Turkish, Arabic;BLOODIOUS GAMES;BLOODIOUS GAMES;{'coming_soon': False, 'date': '2 May, 2024'};£20.65;;Action, Adventure, Indie, Simulation;Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing;
Movies Tycoon;2659050;0;False;Movies Tycoon is a simulation game where you dive into the world of film-making. Start with a humble studio, scout and manage top talent, customize unique characters, and direct blockbuster films.;English, German, Czech, French, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Portuguese - Portugal;PixelCraze s.r.o.;PixelCraze s.r.o.;{'coming_soon': False, 'date': '24 Oct, 2024'};£19.99;;Simulation;Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing;
Absolute Fear -AOONI- / 最恐 -青鬼-;2889120;0;False;"20 years after the birth of the legendary horror game &quot;AOONI&quot;... A completely new first-person, 3D horror stealth action &quot;Absolute Fear -AOONI-&quot; is now available! Players take on the role of a younger sister searching for her older sister in a mysterious mansion where AOONI roam.";English, Japanese, Simplified Chinese;LiTMUS Co., Ltd.;LiTMUS Co., Ltd.;{'coming_soon': False, 'date': '25 Apr, 2024'};£3.40;;Action, Adventure, Indie;Single-player, Steam Achievements, Partial Controller Support, Family Sharing;
JOY OF PROGRAMMING - Software Engineering Simulator;2216770;0;False;"Use real Python code to automate machines, robots, drones and more: Program self-driving vehicles; crack passwords; apply machine learning; automate logistics; use image processing to guide missiles. Gain real coding skills and solve exciting bite-sized programming challenges.";English, French, German, Spanish - Spain, Russian, Simplified Chinese;Prof. Scherer;PlayWay S.A.;{'coming_soon': False, 'date': '30 Jan, 2024'};£14.99;;Indie, Simulation, Strategy, Early Access;Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing;
