,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
1239,my island,01-05-2024,42250,14.99,271974.0,6.532271264036645,68,Indie,SnowBaby Games,SnowBaby Games,1004270,1004270,20000 - 50000,11,0,14.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Spanish - Spain']",[],True,False,False,992,431,0,1352,12,0,20,0,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False
1240,love challenge,15-01-2024,25372,12.99,267903.0,1.757281516373071,81,Indie,"Playmeow,CS Game","雪山雞白郎,SnowGBL",2334130,2334130,0 - 20000,4,0,12.99,0,0,"['Traditional Chinese', 'Japanese', 'Simplified Chinese', 'English']","['Japanese', 'English']",True,False,False,0,0,0,0,0,0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False
1241,synergy,21-05-2024,13623,24.99,267742.0,9.27115182143235,86,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Leikir Studio,1989070,1989070,20000 - 50000,157,0,22.49,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Korean', 'Portuguese - Brazil']",[],True,True,False,65,12,8,0,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
1242,sixty four,04-03-2024,50062,5.99,267621.0,18.30170091618245,0,Indie,Playsaurus,Oleg Danilov,2659900,2659900,20000 - 50000,1158,0,5.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Dutch', 'Hungarian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Thai', 'Dutch', 'Hungarian']",True,True,False,541,212,32,752,538,538,538,538,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1243,metal slug attack reloaded,18-06-2024,29455,9.99,264829.0,24.327025528214605,73,Indie,SNK CORPORATION,SNK CORPORATION,2322440,2322440,0 - 20000,1439,0,9.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Spanish - Latin America', 'Portuguese - Portugal']",[],True,False,False,255,78,12,485,0,0,0,0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1244,dice kingdoms,05-04-2024,20598,14.99,264059.0,12.996371134038808,89,Indie,Fivemid Studio,Fivemid Studio,1501690,1501690,0 - 20000,38,0,13.59,0,0,['English'],['English'],True,False,False,44,3,0,0,0,0,0,0,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
1245,black myth: wukong,19-08-2024,15517278,59.99,837793356.0,20.065040850375343,96,AAA,Game Science,Game Science,2358720,2358720,50000000 - 100000000,1214621,0,59.99,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian']","['English', 'Simplified Chinese', 'Italian']",True,False,False,663109,28700,81,519578,1855,1855,1507,1507,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1246,palworld,18-01-2024,16704850,29.99,392328553.0,41.84076108534572,94,AA,Pocketpair,Pocketpair,1623730,1623730,2000000 - 5000000,1284268,0,26.99,0,1,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Korean']",[],True,False,False,12877,1028,10,39554,268,268,389,389,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False
1247,sons of the forest,22-02-2024,8693478,29.99,217017892.0,17.34120548403574,86,AA,Newnight,Endnight Games Ltd,1326470,1326470,2000000 - 5000000,405191,0,29.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Finnish', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']","['English', 'Turkish']",True,False,False,31006,5954,28,49027,312,312,238,238,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False
1248,dragon's dogma 2,21-03-2024,1785028,69.99,111478291.0,31.68705023106798,0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970,2054970,1000000 - 2000000,216742,17,69.99,0,21,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Spanish - Latin America', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']","['English', 'Japanese', 'Korean']",True,False,False,24305,23379,54,34189,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1249,the first descendant,30-06-2024,4043850,0.0,102244808.0,49.8702302718194,55,AA,NEXON,"NEXON Games Co., Ltd.",2074920,2074920,0 - 0,0,17,0.0,0,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']","['English', 'Korean', 'Russian']",True,False,False,0,0,24,0,0,0,0,0,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False
1250,last epoch,21-02-2024,3300623,34.99,97723674.0,51.95523761434153,86,AA,Eleventh Hour Games,Eleventh Hour Games,899770,899770,200000 - 500000,883,0,34.99,0,0,['English'],['English'],True,False,True,11069,1720,0,11609,2070,0,1134,0,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False
1251,7 days to die,25-07-2024,9877443,44.99,89781931.0,85.91358519475969,89,AA,The Fun Pimps Entertainment LLC,The Fun Pimps,251570,251570,5000000 - 10000000,22023,0,24.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",[],True,True,True,198204,26382,43,156071,5219,654,1420,411,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
1252,v rising,08-05-2024,4784609,34.99,83614738.0,32.69529338148719,0,AA,Stunlock Studios,Stunlock Studios,1604030,1604030,2000000 - 5000000,11062,0,19.99,0,3,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Italian', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Russian', 'Turkish']","['English', 'Turkish']",True,False,False,38828,5034,0,39117,1649,389,1040,412,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1253,manor lords,26-04-2024,2294915,39.99,63098408.0,16.702169048666715,88,AA,Hooded Horse,Slavic Magic,1363080,1363080,0 - 20000,159372,0,29.99,0,2,"['English', 'German', 'Polish', 'Simplified Chinese', 'French', 'Japanese', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Italian', 'Turkish', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Swedish', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,9203,989,11,18932,258,258,321,321,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1254,enshrouded,24-01-2024,2338262,29.99,57595515.0,37.76789566288458,87,AA,Keen Games GmbH,Keen Games GmbH,1203620,1203620,1000000 - 2000000,89612,0,26.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Thai']",[],True,False,False,6209,1224,37,12647,0,0,0,0,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1255,ghost of tsushima director's cut,16-05-2024,925123,59.99,49948315.0,26.17833373173042,92,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430,2215430,200000 - 500000,71574,17,59.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Croatian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America', 'Croatian']",True,False,False,10919,1522,77,9767,66,66,51,51,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1256,granblue fantasy: relink,31-01-2024,1057697,59.99,49035237.0,53.90617871692726,90,AA,"Cygames, Inc.","Cygames, Inc.",881020,881020,200000 - 500000,86915,0,59.99,0,5,"['Japanese', 'English', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French']","['Japanese', 'English', 'French']",True,False,False,6474,1723,54,10060,0,0,0,0,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False
1257,tekken 8,25-01-2024,734722,69.99,45285110.0,60.82372173009936,71,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820,1778820,200000 - 500000,34654,0,69.99,0,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Polish', 'Russian', 'Thai', 'Spanish - Latin America']","['English', 'Spanish - Latin America']",True,False,False,1987,436,47,4344,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1258,hades ii,06-05-2024,1582696,29.99,42718547.0,22.847145780597383,0,AA,Supergiant Games,Supergiant Games,1145350,1145350,500000 - 1000000,96260,0,29.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,22995,1294,0,25277,0,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
1259,persona 3 reload,01-02-2024,612576,69.99,34601865.0,35.384946285028754,95,AA,SEGA,ATLUS,2161700,2161700,200000 - 500000,0,0,69.99,0,7,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","['English', 'Japanese', 'Turkish']",True,False,False,4008,115,48,3911,0,0,0,0,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False
1260,once human,09-07-2024,5709407,0.0,34530561.0,42.261045196968674,72,Indie,Starry Studio,Starry Studio,2139460,2139460,0 - 0,0,0,0.0,0,0,"['English', 'Simplified Chinese', 'French', 'German', 'Japanese', 'Korean', 'Traditional Chinese']","['English', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False
1261,gray zone warfare,30-04-2024,1032731,34.99,34030740.0,31.906496989180315,67,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810,2479810,500000 - 1000000,63613,0,34.99,0,0,['English'],['English'],True,False,False,17335,8291,0,26417,426,426,374,374,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1262,blade and sorcery,17-06-2024,1606175,29.99,31266686.0,19.72078698069728,97,Indie,WarpFrog,WarpFrog,629730,629730,1000000 - 2000000,1529,0,19.99,0,0,['English'],[],True,False,False,31863,1156,0,31460,969,116,409,114,True,False,True,True,False,True,False,True,False,True,True,False,False,False,False
1263,the outlast trials,05-03-2024,1230011,39.99,30878209.0,24.44136754786277,94,AA,Red Barrels,Red Barrels,1304930,1304930,200000 - 500000,32920,0,29.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Traditional Chinese']","['English', 'French', 'Traditional Chinese']",True,False,False,6451,378,0,7963,276,276,261,261,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False
1264,supermarket simulator,20-02-2024,2514219,12.99,26020639.0,18.640685149153384,94,Indie,Nokta Games,Nokta Games,2670630,2670630,100000 - 200000,11267,0,10.39,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Turkish']",[],True,False,False,825,39,3,1308,0,0,0,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
1265,the planet crafter,10-04-2024,1381487,23.99,21286732.0,28.17299459798124,97,Indie,Miju Games,Miju Games,1284190,1284190,200000 - 500000,1204,0,19.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Polish', 'Portuguese', 'Korean', 'Japanese']","['English', 'Japanese']",True,False,False,10841,417,23,10890,1178,0,1282,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1266,like a dragon: infinite wealth,25-01-2024,369330,69.99,21265220.0,38.898038241940334,91,AA,SEGA,Ryu Ga Gotoku Studio,2072450,2072450,100000 - 200000,39071,17,69.99,0,19,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Russian']","['English', 'Japanese', 'Simplified Chinese', 'Russian']",True,False,False,1203,135,74,1854,0,0,0,0,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1267,balatro,20-02-2024,1602797,14.99,20479210.0,32.72552809973843,97,Indie,Playstack,LocalThunk,2379780,2379780,200000 - 500000,31708,0,14.99,0,1,['English'],[],True,False,False,6756,120,31,8111,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1268,core keeper,27-08-2024,2023964,19.99,20361907.0,34.07567413063779,92,Indie,Fireshine Games,Pugstorm,1621690,1621690,500000 - 1000000,5451,0,12.99,0,0,"['English', 'Simplified Chinese', 'Thai', 'German', 'Japanese', 'Korean']",[],True,False,True,12552,1342,0,11454,1514,751,636,1159,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False
1269,bodycam,07-06-2024,632326,33.32,17732078.0,8.028879614183062,74,Indie,Reissad Studio,Reissad Studio,2406770,2406770,0 - 20000,0,0,29.98,0,0,['English'],['English'],True,False,False,0,0,0,7156,0,0,0,0,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False
1270,chained together,19-06-2024,3946801,4.99,17039291.0,4.298188585202378,89,Indie,Anegar Games,Anegar Games,2567870,2567870,200000 - 500000,21402,0,4.49,0,0,['English'],['English'],True,False,False,893,100,16,2847,0,0,0,0,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False
1271,no rest for the wicked,18-04-2024,517447,39.99,15949990.0,18.78873197851241,0,AA,Private Division,Moon Studios GmbH,1371980,1371980,0 - 20000,24948,17,35.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']","['English', 'Russian']",True,False,False,5396,3466,0,10700,245,245,324,324,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False
1272,warno,23-05-2024,449407,39.99,14143225.0,28.25157586674716,82,Indie,Eugen Systems,Eugen Systems,1611600,1611600,50000 - 100000,278,0,39.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,False,False,2692,726,0,3191,1530,221,1660,286,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
1273,summoners war,07-01-2024,540801,0.0,10787342.0,112.85633956732288,0,Indie,Com2uS,Com2uS,2426960,2426960,0 - 0,0,0,0.0,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Turkish', 'Vietnamese', 'Indonesian']",[],True,False,False,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
1274,nightingale,20-02-2024,415122,29.99,10758811.0,26.825273305586048,64,Indie,Inflexion Games,Inflexion Games,1928980,1928980,500000 - 1000000,36167,0,26.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,3946,2684,15,7069,0,0,0,0,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1275,dead island 2,22-04-2024,349091,59.99,10669532.0,13.86405299768773,73,AA,Deep Silver,Dambuster Studios,934700,934700,0 - 20000,10250,18,29.99,0,13,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,1745,857,57,2466,281,281,378,378,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
