,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
1173,godsworn,28-03-2024,14834,29.99,365999.0,7.333360562268755,93,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990,1328990,0 - 20000,216,0,26.99,0,1,['English'],['English'],True,False,False,159,11,25,186,0,0,0,0,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False
1174,dungeons of hinterberg,18-07-2024,15320,29.99,365533.0,10.238644949560896,94,AA,Curve Games,Microbird Games,1983260,1983260,0 - 20000,0,0,26.99,0,2,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,120,7,41,131,0,0,0,0,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1175,seablip,17-05-2024,28789,14.99,361489.0,6.631394402038207,0,Indie,Vibedy,Jardar Solli,1471270,1471270,50000 - 100000,0,0,13.49,0,1,['English'],['English'],True,True,True,76,13,19,102,0,0,0,0,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False
1176,tomorrow's love puzzle,25-01-2024,40360,9.99,357315.0,4.02736735920015,72,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890,2726890,0 - 20000,0,0,9.99,0,0,"['English', 'Simplified Chinese']",['Simplified Chinese'],True,False,False,269,17,34,1397,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1177,grim clicker,30-01-2024,274957,0.0,355113.9777668873,122.75703853781792,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750,1160750,100000 - 200000,322,0,0.0,0,0,"['English', 'Russian']",[],True,False,False,1673,373,56,0,0,0,0,0,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False
1178,republic of pirates,19-06-2024,16799,24.99,353044.0,10.567625186740496,78,Indie,PQube,Crazy Goat Games,2103470,2103470,20000 - 50000,575,0,22.49,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Polish', 'Russian']","['English', 'Russian']",True,False,False,68,16,50,113,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1179,nukitashi 2,15-02-2024,22206,24.99,348104.0,16.60275279441949,0,Indie,Shiravune,Qruppo,2614070,2614070,0 - 0,0,0,19.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,0,0,0,386,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1180,internet cafe & supermarket simulator 2024,16-05-2024,27902,14.99,347352.0,15.353030320444184,87,Indie,SmartPlayGames,SmartPlayGames,2738380,2738380,0 - 0,0,0,13.49,0,0,"['English', 'French', 'Italian', 'German', 'Russian', 'Turkish', 'Japanese', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Spanish - Spain', 'Portuguese - Brazil']",[],True,False,False,0,0,0,0,0,0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False
1181,intravenous 2,15-08-2024,21187,19.99,346213.0,8.817770568327841,96,Indie,HypeTrain Digital,Explosive Squat Games,2608270,2608270,0 - 20000,0,0,17.99,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",[],True,False,False,262,10,55,298,0,0,0,0,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
1182,realms of bondage,11-04-2024,26401,14.99,346056.0,5.603960071763862,97,Indie,Pink Tea,Pink Tea,2353700,2353700,0 - 20000,7,0,12.99,0,0,['English'],[],True,False,False,0,0,0,0,0,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1183,the magical mixture mill,27-03-2024,25696,19.99,343656.0,14.541935899621803,85,Indie,HOOK,Glowlight,1883800,1883800,0 - 20000,261,0,15.99,0,0,['English'],[],True,False,False,43,8,9,0,0,0,0,0,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
1184,beyond good & evil - 20th anniversary edition,24-06-2024,23369,19.99,343615.0,6.166170872664671,79,AAA,Ubisoft,Ubisoft,2556990,2556990,20000 - 50000,99,0,19.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Russian']",True,False,False,364,99,0,455,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1185,x-angels,21-06-2024,36871,10.99,341716.0,3.835195609566381,93,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810,2090810,0 - 0,0,0,9.89,0,2,"['Traditional Chinese', 'English', 'Japanese', 'Thai', 'Simplified Chinese', 'Korean']","['Japanese', 'Korean']",True,False,False,0,0,29,121,0,0,0,0,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False
1186,lovey-dovey lockdown,13-03-2024,40648,9.99,341695.0,1.7328866681044426,0,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630,2329630,0 - 20000,202,0,8.99,0,1,"['Traditional Chinese', 'English', 'Simplified Chinese', 'Japanese']","['Traditional Chinese', 'Simplified Chinese', 'Japanese']",True,False,False,0,0,14,155,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1187,swarm grinder,22-04-2024,61398,7.99,341153.0,5.644090790477779,82,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900,1375900,0 - 20000,124,0,6.39,0,0,"['English', 'Turkish']",[],True,True,True,55,9,16,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
1188,no plan b,03-04-2024,28877,14.99,340655.0,13.046670351591878,91,Indie,GFX47,GFX47,1269020,1269020,0 - 20000,4,0,14.99,0,1,"['English', 'French', 'Spanish - Spain', 'Hungarian', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Italian', 'Korean', 'Romanian', 'Swedish', 'German', 'Polish', 'Arabic']","['English', 'Arabic']",True,False,False,184,14,4,180,126,0,126,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
1189,felvidek,29-03-2024,34405,10.99,340299.0,3.3707920864324303,99,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900,2299900,0 - 20000,92,0,10.99,0,0,"['English', 'Slovak']",[],True,False,False,89,0,0,157,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1190,necrosmith 2,27-03-2024,56045,7.99,339556.0,10.07948469122065,0,Indie,Alawar,Alawar,2277320,2277320,50000 - 100000,2157,0,6.79,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Russian', 'Japanese']",[],True,True,False,200,56,38,320,0,0,0,0,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False
1191,master bladesmith,30-06-2024,14297,29.99,339360.0,10.739834315403728,75,Indie,Elixir Games,Elixir Games,1194830,1194830,0 - 20000,5,0,23.99,0,0,['English'],['English'],True,False,False,279,50,37,312,0,0,0,0,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False
1192,furnish master,19-02-2024,26791,14.99,335843.0,3.571453533283467,78,Indie,Alex Blintsov,Alex Blintsov,2004080,2004080,0 - 20000,155,0,13.49,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Polish', 'Thai', 'Turkish', 'Italian', 'Portuguese - Portugal']",[],True,True,True,99,26,0,122,0,0,0,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
1193,crown wars: the black prince,23-05-2024,9548,39.99,334624.0,18.441622190968985,58,AA,Nacon,Artefacts Studio,1658920,1658920,0 - 20000,477,17,39.99,0,5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'Traditional Chinese']",True,False,False,59,29,30,117,211,211,211,211,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False
1194,1000xresist,09-05-2024,19741,19.99,334157.0,6.69160734978218,97,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830,1675830,0 - 0,0,0,17.99,0,1,"['English', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,0,0,32,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1195,graven,23-01-2024,17974,24.99,333332.0,6.531416022391941,62,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690,1371690,100000 - 200000,5,0,24.99,0,0,['English'],['English'],True,False,False,407,173,0,481,38,0,38,0,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1196,odd realm,16-08-2024,36336,19.99,332069.0,19.791110214266443,90,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060,688060,20000 - 50000,28,0,14.99,0,0,['English'],[],True,True,True,606,65,0,622,45,0,56,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
1197,9 days,08-03-2024,24560,14.99,331338.0,10.927570712807812,62,Indie,MVR,MVR,2075720,2075720,20000 - 50000,120,0,14.99,0,0,['English'],['English'],True,False,False,332,264,20,595,0,0,0,0,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1198,little-known galaxy,20-05-2024,19170,19.99,331297.0,23.28082226944025,95,Indie,Carbon & Kay,Carbon & Kay,2521600,2521600,0 - 20000,368,0,19.99,0,1,['English'],[],True,True,False,114,6,35,144,0,0,0,0,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False
1199,ultros,13-02-2024,18046,24.99,329960.0,9.48568392777418,84,Indie,Kepler Interactive,Hadoque,2386310,2386310,0 - 20000,0,0,22.49,0,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",[],True,True,False,0,0,31,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1200,goblin stone,12-03-2024,16012,24.99,329360.0,23.564467837801327,55,Indie,Orc Chop Games,Orc Chop Games,1521970,1521970,100000 - 200000,631,0,22.49,0,0,"['English', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,True,False,201,178,36,408,80,80,80,80,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1201,the rogue prince of persia,27-05-2024,20166,19.99,328937.0,4.042430898585165,85,AAA,Ubisoft,Evil Empire,2717880,2717880,0 - 0,0,0,17.99,0,0,"['English', 'French', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,0,0,38,0,0,0,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1202,headquarters: world war ii,11-04-2024,10073,39.99,328150.0,17.039335573177947,78,AA,Slitherine Ltd.,Starni Games,1840800,1840800,0 - 20000,0,0,35.99,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,70,12,54,115,0,0,0,0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
1203,sinister night 2,03-04-2024,37602,9.99,327297.0,60.02804119836794,82,Indie,Bug Inventors,Bug Inventors,2761670,2761670,0 - 20000,0,0,8.49,0,0,"['Simplified Chinese', 'Traditional Chinese']","['Simplified Chinese', 'Traditional Chinese']",True,False,False,41,7,22,0,0,0,0,0,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False
1204,alex jones: nwo wars,03-01-2024,20806,17.76,323316.0,1.3669062849562543,94,Indie,NWO Wars Team,NWO Wars Team,2487350,2487350,0 - 20000,63,0,17.76,0,0,['English'],['English'],True,False,False,596,32,0,780,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1205,pathless woods,02-04-2024,24230,19.99,318984.0,31.74362012573788,77,Indie,AniYa Games Studio,AniYa Games Studio,1726130,1726130,0 - 20000,811,0,17.99,0,0,"['Simplified Chinese', 'English', 'Traditional Chinese']",[],True,False,False,202,43,50,238,0,0,0,0,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False
1206,sons of valhalla,05-04-2024,19088,19.99,316497.0,4.631982260827467,65,AA,Hooded Horse,Pixel Chest,1409830,1409830,0 - 20000,612,0,17.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Portuguese - Brazil', 'Simplified Chinese', 'Czech', 'Hungarian', 'Thai', 'Turkish', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,195,112,30,275,0,0,0,0,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False
