name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
tomorrow's love puzzle,25-01-2024,40360,9.99,357315.0,4.02736735920015,72,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890,2726890,0 - 20000,9.99,0,"['English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2726890/header.jpg?t=1706241010,1397,0,0,0,0,Single-player,"Casual,Indie,RPG,Simulation","Immersive Sim,Artificial Intelligence,Dating Sim,Simulation,Female Protagonist,FMV,Story Rich,Multiple Endings,Conversation,Narration,RPG,Indie,Casual,Emotional,Singleplayer"
grim clicker,30-01-2024,274957,0.0,355113.9777668873,122.75703853781792,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750,1160750,100000 - 200000,0.0,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/1160750/header.jpg?t=1598313754,0,0,0,0,0,"Single-player,Steam Achievements,In-App Purchases,Steam Cloud","Free to Play,Indie,RPG,Early Access","Clicker,Idler,Free to Play,RPG,2D,Singleplayer,Indie,Side Scroller,Inventory Management,Casual,Souls-like,Strategy,Pixel Graphics,Automation,Character Customization,Fantasy,Hack and Slash,Action,Early Access,Dark Fantasy"
republic of pirates,19-06-2024,16799,24.99,353044.0,10.567625186740496,78,Indie,PQube,Crazy Goat Games,2103470,2103470,20000 - 50000,22.49,1,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Polish', 'Russian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2103470/header.jpg?t=1718973491,113,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Simulation,Strategy","Strategy,Pirates,City Builder,Simulation,Resource Management,Naval Combat,Management,Colony Sim,Sandbox,Time Management,Naval,Choices Matter,Historical,Alternate History,Building,Economy,Tactical,3D,Base-Building,Singleplayer"
nukitashi 2,15-02-2024,22206,24.99,348104.0,16.60275279441949,0,Indie,Shiravune,Qruppo,2614070,2614070,0 - 0,19.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2614070/header.jpg?t=1708045221,386,0,0,0,0,"Single-player,Steam Cloud","Adventure,Casual",
internet cafe & supermarket simulator 2024,16-05-2024,27902,14.99,347352.0,15.353030320444184,87,Indie,SmartPlayGames,SmartPlayGames,2738380,2738380,0 - 0,13.49,0,"['English', 'French', 'Italian', 'German', 'Russian', 'Turkish', 'Japanese', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Spanish - Spain', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/2738380/header.jpg?t=1715911106,0,0,0,0,0,"Single-player,Family Sharing","Casual,Indie,RPG,Simulation,Early Access",
intravenous 2,15-08-2024,21187,19.99,346213.0,8.817770568327841,96,Indie,HypeTrain Digital,Explosive Squat Games,2608270,2608270,0 - 20000,17.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2608270/header.jpg?t=1723741318,298,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Strategy","Tactical,Shooter,Realistic,Stealth,Singleplayer,Action,Gun Customization,Violent,Combat,Crime,Gore,Action-Adventure,Difficult,2D,Top-Down Shooter,Immersive Sim,Top-Down,Story Rich,Simulation,Pixel Graphics"
realms of bondage,11-04-2024,26401,14.99,346056.0,5.603960071763862,97,Indie,Pink Tea,Pink Tea,2353700,2353700,0 - 20000,12.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2353700/header.jpg?t=1681986609,0,0,0,0,0,Single-player,"Casual,Simulation,Early Access",
the magical mixture mill,27-03-2024,25696,19.99,343656.0,14.541935899621803,85,Indie,HOOK,Glowlight,1883800,1883800,0 - 20000,15.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1883800/header.jpg?t=1680710956,0,0,0,0,0,Single-player,"Adventure,Casual,Indie,Simulation,Early Access","Simulation,Automation,Base-Building,Sandbox,Crafting,Resource Management,Management,Exploration,Fantasy,Magic,Adventure,Action-Adventure,Cartoony,Inventory Management,Agriculture,Immersive Sim,Singleplayer,Early Access,Life Sim,Nature"
beyond good & evil - 20th anniversary edition,24-06-2024,23369,19.99,343615.0,6.166170872664671,79,AAA,Ubisoft,Ubisoft,2556990,2556990,20000 - 50000,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Russian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2556990/header.jpg?t=1720099837,455,0,0,0,0,"Single-player,Full controller support","Action,Adventure","Action,Adventure,Action-Adventure,Exploration,Third Person,Stealth,Sci-fi,Female Protagonist,Open World,Singleplayer,Story Rich"
x-angels,21-06-2024,36871,10.99,341716.0,3.835195609566381,93,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810,2090810,0 - 0,9.89,2,"['Traditional Chinese', 'English', 'Japanese', 'Thai', 'Simplified Chinese', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2090810/header.jpg?t=1719137178,121,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG,Simulation,Strategy",
lovey-dovey lockdown,13-03-2024,40648,9.99,341695.0,1.7328866681044426,0,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630,2329630,0 - 20000,8.99,1,"['Traditional Chinese', 'English', 'Simplified Chinese', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2329630/header.jpg?t=1710405127,155,0,0,0,0,"Single-player,Family Sharing","Casual,Simulation",
swarm grinder,22-04-2024,61398,7.99,341153.0,5.644090790477779,82,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900,1375900,0 - 20000,6.39,0,"['English', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/1375900/header.jpg?t=1683454939,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Casual,Indie,RPG,Early Access","Casual,Action Roguelike,Pixel Graphics,Action,Arcade,Retro,Rogue-lite,Sci-fi,Rogue-like,Action RPG,RPG,Mechs,2D,Procedural Generation,Singleplayer,Vehicular Combat,Controller,Indie,Early Access,Steampunk"
no plan b,03-04-2024,28877,14.99,340655.0,13.046670351591878,91,Indie,GFX47,GFX47,1269020,1269020,0 - 20000,14.99,1,"['English', 'French', 'Spanish - Spain', 'Hungarian', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish', 'Italian', 'Korean', 'Romanian', 'Swedish', 'German', 'Polish', 'Arabic']",https://cdn.akamai.steamstatic.com/steam/apps/1269020/header.jpg?t=1657737769,180,126,0,126,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Action,Indie,Simulation,Strategy,Early Access","Military,Strategy,Singleplayer,Indie,Top-Down,Simulation,Action,Early Access,Tactical,Turn-Based Tactics,Replay Value,Turn-Based Strategy,Time Manipulation,Level Editor,Heist,Difficult,Turn-Based Combat"
felvidek,29-03-2024,34405,10.99,340299.0,3.3707920864324303,99,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900,2299900,0 - 20000,10.99,0,"['English', 'Slovak']",https://cdn.akamai.steamstatic.com/steam/apps/2299900/header.jpg?t=1711741492,157,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,RPG","RPG,JRPG,2D,Hand-drawn,Pixel Graphics,Top-Down,Dark Fantasy,Atmospheric,Medieval,Historical,Surreal,Combat,Turn-Based Combat,Linear,Singleplayer,RPGMaker,Indie,Exploration"
necrosmith 2,27-03-2024,56045,7.99,339556.0,10.07948469122065,0,Indie,Alawar,Alawar,2277320,2277320,50000 - 100000,6.79,1,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Russian', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2277320/header.jpg?t=1711689471,320,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Indie,Simulation,Strategy","Tower Defense,Strategy,Rogue-lite,Bullet Hell,Real-Time,Management,Simulation,Action,Top-Down,Exploration,Dark Fantasy,Pixel Graphics,Zombies,Combat,Vampire,Tactical,2D,Old School,Magic,Rogue-like"
master bladesmith,30-06-2024,14297,29.99,339360.0,10.739834315403728,75,Indie,Elixir Games,Elixir Games,1194830,1194830,0 - 20000,23.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1194830/header.jpg?t=1624825867,312,0,0,0,0,Single-player,"Action,Indie,RPG,Simulation,Early Access","Action,RPG,VR,Indie,Early Access,Simulation,Crafting,Singleplayer,VR Only"
furnish master,19-02-2024,26791,14.99,335843.0,3.571453533283467,78,Indie,Alex Blintsov,Alex Blintsov,2004080,2004080,0 - 20000,13.49,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Polish', 'Thai', 'Turkish', 'Italian', 'Portuguese - Portugal']",https://cdn.akamai.steamstatic.com/steam/apps/2004080/header.jpg?t=1708405190,122,0,0,0,0,"Single-player,Steam Cloud","Casual,Indie,Simulation,Early Access","Early Access,Colorful,Simulation,Sandbox,Cozy,Design & Illustration,Relaxing,Stylized,Cute,Building,Isometric,Casual,3D,Minimalist,Base-Building,Puzzle,Life Sim,Family Friendly,Controller,Singleplayer"
crown wars: the black prince,23-05-2024,9548,39.99,334624.0,18.441622190968985,58,AA,Nacon,Artefacts Studio,1658920,1658920,0 - 20000,39.99,5,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1658920/header.jpg?t=1716482156,117,211,211,211,211,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,RPG,Strategy","RPG,Strategy,Turn-Based Strategy,Turn-Based,Singleplayer,Turn-Based Combat,Adventure,Character Customization,Turn-Based Tactics,Tactical,Fantasy,Medieval,Violent,Tactical RPG,Dark Fantasy,Historical,3D,Story Rich,Difficult,Female Protagonist"
1000xresist,09-05-2024,19741,19.99,334157.0,6.69160734978218,97,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830,1675830,0 - 0,17.99,1,"['English', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1675830/header.jpg?t=1715467053,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie",
graven,23-01-2024,17974,24.99,333332.0,6.531416022391941,62,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690,1371690,100000 - 200000,24.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1371690/header.jpg?t=1656588718,481,38,0,38,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud","Action,Adventure,RPG,Early Access","Early Access,Action,Adventure,RPG,Action RPG,Action-Adventure,FPS,Immersive Sim,Shooter,3D,First-Person,Atmospheric,Dark Fantasy,Dark,Horror,Combat,Inventory Management,Narration,Story Rich,Co-op"
odd realm,16-08-2024,36336,19.99,332069.0,19.791110214266443,90,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060,688060,20000 - 50000,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/688060/header.jpg?t=1654008184,622,45,0,56,0,Single-player,"Indie,Simulation,Strategy,Early Access","Colony Sim,Simulation,Strategy,Base-Building,Indie,Early Access,Pixel Graphics,Management,Singleplayer,Survival,Procedural Generation,God Game,Crafting,Atmospheric,2D,City Builder"
9 days,08-03-2024,24560,14.99,331338.0,10.927570712807812,62,Indie,MVR,MVR,2075720,2075720,20000 - 50000,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2075720/header.jpg?t=1709917242,595,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,RPG","Adventure,Action,Open World,Singleplayer,Fantasy,RPG,Magic,Third Person,Sandbox,Atmospheric,Exploration,Action RPG,Multiplayer,Destruction,Superhero"
little-known galaxy,20-05-2024,19170,19.99,331297.0,23.28082226944025,95,Indie,Carbon & Kay,Carbon & Kay,2521600,2521600,0 - 20000,19.99,1,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2521600/header.jpg?t=1716224360,144,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation","RPG,Casual,Cozy,Sci-fi,Farming Sim,Space Sim,Pixel Graphics,Exploration,Crafting,Adventure,Open World,Life Sim,Simulation,Cute,2D,Story Rich,Space,Dating Sim,Relaxing,Singleplayer"
ultros,13-02-2024,18046,24.99,329960.0,9.48568392777418,84,Indie,Kepler Interactive,Hadoque,2386310,2386310,0 - 20000,22.49,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",https://cdn.akamai.steamstatic.com/steam/apps/2386310/header.jpg?t=1707822049,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie",
goblin stone,12-03-2024,16012,24.99,329360.0,23.564467837801327,55,Indie,Orc Chop Games,Orc Chop Games,1521970,1521970,100000 - 200000,22.49,0,"['English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1521970/header.jpg?t=1710405490,408,80,80,80,80,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,RPG,Strategy","Turn-Based Tactics,Strategy RPG,Dungeon Crawler,Rogue-lite,Perma Death,Turn-Based Strategy,Base-Building,Rogue-like,Turn-Based,RPG,Deckbuilding,Story Rich,Singleplayer,Strategy,2D,CRPG,Atmospheric,Narration,Turn-Based Combat,Hand-drawn"
the rogue prince of persia,27-05-2024,20166,19.99,328937.0,4.042430898585165,85,AAA,Ubisoft,Evil Empire,2717880,2717880,0 - 0,17.99,0,"['English', 'French', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2717880/header.jpg?t=1716832160,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Early Access",
headquarters: world war ii,11-04-2024,10073,39.99,328150.0,17.039335573177947,78,AA,Slitherine Ltd.,Starni Games,1840800,1840800,0 - 20000,35.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/1840800/header_alt_assets_0.jpg?t=1712844206,115,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Simulation,Strategy","PvP,Turn-Based Tactics,Tactical RPG,Wargame,Turn-Based Strategy,Strategy RPG,War,Board Game,Tabletop,Tanks,Strategy,3D,Multiplayer,Historical,Simulation,Turn-Based Combat,Military,World War II,Vehicular Combat,Sniper"
sinister night 2,03-04-2024,37602,9.99,327297.0,60.02804119836794,82,Indie,Bug Inventors,Bug Inventors,2761670,2761670,0 - 20000,8.49,0,"['Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2761670/header.jpg?t=1712461478,0,0,0,0,0,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Family Sharing","Action,Adventure,Casual,RPG,Strategy,Early Access","Early Access,Multiplayer,Survival Horror,Social Deduction,Horror,First-Person,PvP,Exploration,Adventure,Strategy RPG,Strategy,Psychological Horror,3D,Action,Detective,Realistic,Zombies,Mystery,Co-op,Dark"
alex jones: nwo wars,03-01-2024,20806,17.76,323316.0,1.3669062849562543,94,Indie,NWO Wars Team,NWO Wars Team,2487350,2487350,0 - 20000,17.76,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2487350/header.jpg?t=1704518222,780,0,0,0,0,"Single-player,Full controller support,Steam Cloud","Action,Indie","Action,Arcade,Shooter,2D Platformer,Shoot 'Em Up,Side Scroller,2D,Cartoony,Pixel Graphics,America,Conspiracy,Comedy,Dark Humor,Funny,Memes,Political,Old School,Politics,Satire,Controller"
pathless woods,02-04-2024,24230,19.99,318984.0,31.74362012573788,77,Indie,AniYa Games Studio,AniYa Games Studio,1726130,1726130,0 - 20000,17.99,0,"['Simplified Chinese', 'English', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1726130/header.jpg?t=1712301677,238,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op","Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access","Open World,Sandbox,Crafting,Survival,Simulation,Farming Sim,City Builder,Building,Base-Building,3D,Colorful,Cute,Exploration,Resource Management,Indie,Early Access,RPG,Adventure,Strategy,Agriculture"
sons of valhalla,05-04-2024,19088,19.99,316497.0,4.631982260827467,65,AA,Hooded Horse,Pixel Chest,1409830,1409830,0 - 20000,17.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Portuguese - Brazil', 'Simplified Chinese', 'Czech', 'Hungarian', 'Thai', 'Turkish', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/1409830/header.jpg?t=1712435350,275,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,RPG,Simulation,Strategy","Strategy,RPG,Action,Medieval,Adventure,Open World,War,Sandbox,Story Rich,Simulation,Survival,Dark Fantasy,City Builder,Rogue-lite,Singleplayer,Tactical,Character Customization,Third Person,Pixel Graphics,Historical"
banana,23-04-2024,30739148,0.0,312915.8051949718,26.142053584290064,85,Indie,Sky,"Sky,AestheticSpartan,O'Brian",2923300,2923300,0 - 0,0.0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Bulgarian', 'Traditional Chinese', 'Simplified Chinese', 'Danish', 'Finnish', 'Greek', 'Indonesian', 'Japanese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Swedish', 'Spanish - Latin America', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Hungarian', 'Vietnamese', 'Afrikaans', 'Albanian', 'Amharic', 'Armenian', 'Azerbaijani', 'Assamese', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Cherokee', 'Dari', 'Estonian', 'Filipino', 'Galician', 'Georgian', 'Gujarati', 'Hausa', 'Hebrew', 'Hindi', 'Igbo', 'Irish', 'Icelandic', 'Kannada', 'Kazakh', 'Catalan', 'Quechua', 'Khmer', 'Kinyarwanda', 'Kyrgyz', 'Konkani', 'Croatian', K'iche', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Malayalam', 'Malay', 'Maltese', 'Maori', 'Marathi', 'Macedonian', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Scots', 'Serbian', 'Sindhi', 'Sinhala', 'Slovak', 'Slovenian', 'Sorani', 'Sotho', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uyghur', 'Urdu', 'Uzbek', 'Valencian', 'Welsh', 'Wolof', 'Yoruba', 'Zulu', 'Xhosa']",https://cdn.akamai.steamstatic.com/steam/apps/2923300/header.jpg?t=1713855637,0,0,0,0,0,"Single-player,Steam Achievements","Simulation,Free to Play",
